Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Volum;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;2833;2447;3219;100,0;31;31;0;0;100,0;6;2581;252;96;52;101;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;10373;8984;11762;100,0;31;31;0;285;97,3;Totalt i retning Langnestunnelen;9031;1058;294;324;371;60;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;9028;7843;10213;100,0;31;31;0;22;99,8;Totalt i retning Hamna;8797;208;77;96;23;11;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;19401;16828;21974;100,0;31;31;0;307;98,4;Totalt;17828;1266;371;420;394;71;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;2422;2191;2653;100,0;30;30;0;18;99,3;1;2311;94;36;45;4;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;1583;1350;1816;100,0;30;30;0;30;98,1;2;1277;276;19;154;91;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;7185;6239;8131;100,0;30;30;0;12;99,8;3;7018;155;62;67;20;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;6482;5693;7271;100,0;30;30;0;270;95,8;4;5613;599;211;126;201;53;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;2980;2602;3358;100,0;30;30;0;1;100,0;6;2694;285;103;75;104;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;11046;9658;12434;100,0;30;30;0;301;97,3;Totalt i retning Langnestunnelen;9585;1160;332;356;397;66;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;9606;8451;10761;100,0;30;30;0;29;99,7;Totalt i retning Hamna;9328;249;98;112;24;13;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;20652;18110;23194;100,0;30;30;0;330;98,4;Totalt;18914;1409;431;468;421;79;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;2436;2145;2727;100,0;31;31;0;15;99,4;1;2320;101;36;51;5;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;1582;1311;1853;100,0;31;31;0;28;98,2;2;1268;286;21;165;88;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;7263;6197;8329;100,0;31;31;0;12;99,8;3;7075;176;67;83;21;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;6371;5513;7229;100,0;31;31;0;314;95,1;4;5425;631;221;140;193;65;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;3080;2628;3532;100,0;31;31;0;1;100,0;6;2782;297;113;77;102;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;11034;9460;12608;100,0;31;31;0;343;96,9;Totalt i retning Langnestunnelen;9476;1215;356;383;383;80;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;9697;8351;11043;100,0;31;31;0;26;99,7;Totalt i retning Hamna;9394;277;103;134;27;12;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;20731;17812;23650;100,0;31;31;0;369;98,2;Totalt;18869;1492;459;517;409;93;14
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;2566;2342;2790;100,0;30;30;0;13;99,5;1;2439;115;41;59;5;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;1690;1479;1901;100,0;30;30;0;27;98,4;2;1362;301;24;170;94;11;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;7944;7132;8756;100,0;30;30;0;18;99,8;3;7712;214;79;104;23;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;6911;6249;7573;100,0;30;30;0;332;95,2;4;5880;699;258;162;203;64;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;3336;2989;3683;100,0;30;30;0;0;100,0;6;3010;325;128;88;105;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;11939;10728;13150;100,0;30;30;0;360;97,0;Totalt i retning Langnestunnelen;10253;1326;411;421;403;80;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;10508;9492;11524;100,0;30;30;0;30;99,7;Totalt i retning Hamna;10150;328;120;164;28;15;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;22448;20222;24674;100,0;30;30;0;391;98,3;Totalt;20403;1654;531;585;430;94;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;1969;1771;2167;100,0;31;31;0;9;99,5;1;1852;108;36;61;4;7;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;1191;1026;1356;100,0;31;31;0;5;99,6;2;949;237;14;143;70;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;6361;5573;7149;100,0;31;31;0;5;99,9;3;6153;203;75;103;20;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;5634;4963;6305;100,0;31;31;0;97;98,3;4;4939;598;206;145;198;44;5
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;2849;2520;3178;100,0;31;31;0;1;100,0;6;2548;300;110;93;93;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;9676;8517;10835;100,0;31;31;0;103;98,9;Totalt i retning Langnestunnelen;8438;1135;330;381;361;56;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;8328;7356;9300;100,0;31;31;0;13;99,8;Totalt i retning Hamna;8005;310;111;164;23;12;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;18004;15874;20134;100,0;31;31;0;116;99,4;Totalt;16443;1445;441;545;385;68;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;2641;2315;2967;100,0;31;31;0;13;99,5;1;2491;137;50;73;5;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;1469;1264;1674;100,0;31;31;0;19;98,7;2;1167;284;23;159;92;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;7882;6966;8798;100,0;31;31;0;7;99,9;3;7642;232;85;120;23;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;6718;5974;7462;100,0;31;31;0;279;95,8;4;5736;703;249;173;205;66;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;3540;3069;4011;100,0;31;31;0;2;99,9;6;3176;362;144;107;107;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;11728;10401;13055;100,0;31;31;0;298;97,5;Totalt i retning Langnestunnelen;10080;1350;415;439;404;80;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;10522;9314;11730;100,0;31;31;0;21;99,8;Totalt i retning Hamna;10132;368;135;192;28;13;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;22251;19721;24781;100,0;31;31;0;321;98,6;Totalt;20212;1718;550;631;432;93;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;2554;2319;2789;100,0;30;30;0;15;99,4;1;2426;112;42;59;4;7;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;1939;1648;2230;100,0;30;30;0;39;98,0;2;1581;318;29;179;96;12;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;7608;6704;8512;100,0;30;30;0;9;99,9;3;7388;211;79;104;23;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;6556;5842;7270;100,0;30;30;0;341;94,8;4;5572;642;217;159;196;60;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;3172;2818;3526;100,0;30;30;0;0;100,0;6;2854;318;121;88;106;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;11669;10333;13005;100,0;30;30;0;381;96,7;Totalt i retning Langnestunnelen;10008;1280;367;426;398;75;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;10161;9040;11282;100,0;30;30;0;25;99,8;Totalt i retning Hamna;9813;323;120;162;27;13;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;21830;19381;24279;100,0;30;30;0;406;98,1;Totalt;19821;1602;487;588;425;88;14
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;2647;2439;2855;100,0;31;31;0;17;99,4;1;2513;117;45;56;5;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;1844;1628;2060;100,0;31;31;0;41;97,8;2;1479;324;26;183;102;13;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;7570;6814;8326;100,0;31;31;0;15;99,8;3;7364;191;67;94;24;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;6623;6005;7241;100,0;31;31;0;380;94,3;4;5599;644;218;154;195;66;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;3173;2857;3489;100,0;31;31;0;1;100,0;6;2856;316;120;81;109;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;11641;10502;12780;100,0;31;31;0;422;96,4;Totalt i retning Langnestunnelen;9935;1284;365;418;406;83;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;10216;9261;11171;100,0;31;31;0;32;99,7;Totalt i retning Hamna;9877;307;112;150;28;15;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;21857;19766;23948;100,0;31;31;0;454;97,9;Totalt;19812;1591;477;568;434;98;14
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;2641;2425;2857;93,3;30;28;2;17;99,4;1;2520;104;44;46;5;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;1891;1647;2135;93,3;30;28;2;44;97,7;2;1530;317;25;177;101;11;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;7752;6895;8609;93,3;30;28;2;21;99,7;3;7556;175;61;85;23;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;6682;6018;7346;93,3;30;28;2;404;94,0;4;5658;621;212;141;193;64;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;3144;2813;3475;93,3;30;28;2;1;100,0;6;2847;296;124;61;109;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;11718;10491;12945;93,3;30;28;2;448;96,2;Totalt i retning Langnestunnelen;10036;1234;362;378;403;78;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;10392;9331;11453;93,3;30;28;2;38;99,6;Totalt i retning Hamna;10075;278;104;131;27;16;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;22110;19825;24395;93,3;30;28;2;487;97,8;Totalt;20111;1513;466;509;430;93;15
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;2403;2050;2756;90,2;31;28;3;18;99,3;1;2296;90;41;33;4;10;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;1738;1425;2051;90,2;31;28;3;28;98,4;2;1441;269;19;149;90;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;7411;6236;8586;90,2;31;28;3;44;99,4;3;7230;136;46;62;21;7;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;6205;5303;7107;90,2;31;28;3;362;94,2;4;5352;492;149;104;169;59;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;2406;1778;3034;90,2;31;28;3;0;100,0;6;2242;164;57;32;73;2;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;10351;8675;12027;90,2;31;28;3;391;96,2;Totalt i retning Langnestunnelen;9035;925;225;286;331;71;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;9811;8295;11327;90,2;31;28;3;59;99,4;Totalt i retning Hamna;9526;226;87;94;25;17;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;20162;17000;23324;90,2;31;28;3;451;97,8;Totalt;18561;1150;312;380;357;88;14
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;2598;2364;2832;100,0;31;31;0;9;99,7;1;2472;117;44;59;6;7;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;1766;1538;1994;100,0;31;31;0;52;97,1;2;1414;299;23;169;97;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;6574;5808;7340;100,0;31;31;0;9;99,9;3;6436;129;53;56;16;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;5910;5279;6541;100,0;31;31;0;408;93,1;4;5037;465;129;125;164;41;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;2776;2459;3093;100,0;31;31;0;1;100,0;6;2502;273;82;85;102;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;10452;9285;11619;100,0;31;31;0;460;95,6;Totalt i retning Langnestunnelen;8954;1037;235;379;363;53;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;9172;8195;10149;100,0;31;31;0;19;99,8;Totalt i retning Hamna;8907;245;97;115;22;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;19624;17481;21767;100,0;31;31;0;480;97,6;Totalt;17862;1282;332;494;386;63;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;2608;2391;2825;100,0;28;28;0;15;99,4;1;2493;99;41;44;5;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;1833;1600;2066;100,0;28;28;0;42;97,7;2;1496;295;22;161;101;11;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;6856;6099;7613;100,0;28;28;0;12;99,8;3;6714;131;49;60;18;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;6149;5532;6766;100,0;28;28;0;383;93,8;4;5301;465;131;123;159;44;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;2847;2540;3154;100,0;28;28;0;2;99,9;6;2590;255;91;67;95;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;10829;9690;11968;100,0;28;28;0;427;96,1;Totalt i retning Langnestunnelen;9387;1015;244;350;355;58;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;9465;8516;10414;100,0;28;28;0;28;99,7;Totalt i retning Hamna;9207;230;89;103;22;14;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;20294;18207;22381;100,0;28;28;0;455;97,8;Totalt;18594;1245;333;454;378;72;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;2312;2098;2526;100,0;31;31;0;13;99,4;1;2209;90;35;42;7;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;1885;1645;2125;100,0;31;31;0;34;98,2;2;1562;289;21;160;97;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;6891;6109;7673;100,0;31;31;0;7;99,9;3;6738;146;60;64;17;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;6017;5384;6650;100,0;31;31;0;315;94,8;4;5241;461;122;140;152;41;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;2791;2487;3095;100,0;31;31;0;1;100,0;6;2540;250;81;85;81;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;10692;9534;11850;100,0;31;31;0;349;96,7;Totalt i retning Langnestunnelen;9343;1000;224;384;330;55;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;9203;8240;10166;100,0;31;31;0;20;99,8;Totalt i retning Hamna;8948;235;94;107;24;10;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;19895;17776;22014;100,0;31;31;0;369;98,1;Totalt;18291;1235;318;491;353;65;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;2273;1963;2583;100,0;30;30;0;17;99,3;1;2179;77;30;37;5;5;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;1701;1404;1998;100,0;30;30;0;22;98,7;2;1406;273;18;158;88;8;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;6852;5793;7911;100,0;30;30;0;6;99,9;3;6704;142;55;65;18;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;5979;5098;6860;100,0;30;30;0;261;95,6;4;5222;496;143;128;168;48;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;2815;2392;3238;100,0;30;30;0;1;100,0;6;2594;220;71;64;83;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;10495;8909;12081;100,0;30;30;0;283;97,3;Totalt i retning Langnestunnelen;9223;989;233;349;339;59;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;9124;7784;10464;100,0;30;30;0;23;99,7;Totalt i retning Hamna;8882;218;84;102;22;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;19620;16696;22544;100,0;30;30;0;307;98,4;Totalt;18105;1208;317;452;361;68;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;2492;2216;2768;100,0;31;31;0;17;99,3;1;2378;98;38;47;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;1814;1513;2115;100,0;31;31;0;31;98,3;2;1486;297;25;165;96;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;7415;6384;8446;100,0;31;31;0;8;99,9;3;7233;174;67;85;18;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;6372;5577;7167;100,0;31;31;0;335;94,7;4;5469;568;180;146;176;56;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;3088;2662;3514;100,0;31;31;0;2;99,9;6;2833;254;77;71;102;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;11275;9767;12783;100,0;31;31;0;368;96,7;Totalt i retning Langnestunnelen;9788;1119;282;381;374;70;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;9906;8615;11197;100,0;31;31;0;25;99,7;Totalt i retning Hamna;9610;271;105;131;24;11;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;21181;18383;23979;100,0;31;31;0;393;98,1;Totalt;19398;1390;387;512;398;81;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;2499;2224;2774;96,7;30;29;1;16;99,4;1;2370;112;40;58;7;7;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;1753;1473;2033;96,7;30;29;1;29;98,3;2;1423;301;25;171;91;12;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;7364;6339;8389;96,7;30;29;1;20;99,7;3;7145;199;76;96;21;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;6263;5448;7078;96,7;30;29;1;325;94,8;4;5353;585;184;158;174;59;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;3109;2690;3528;96,7;30;29;1;1;100,0;6;2843;266;83;82;97;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;11127;9622;12632;96,7;30;29;1;355;96,8;Totalt i retning Langnestunnelen;9620;1152;292;411;362;75;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;9861;8575;11147;96,7;30;29;1;36;99,6;Totalt i retning Hamna;9515;310;115;154;28;13;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;20988;18198;23778;96,7;30;29;1;391;98,1;Totalt;19135;1462;407;565;390;88;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2019-07-01T00:00+02:00;2019-08-01T00:00+02:00;2019;7;2002;1815;2189;100,0;31;31;0;12;99,4;1;1883;107;34;61;5;6;1
